TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,TransactionAmount_bin,AccountBalance_bin,Target
-0.9705457776964133,1.4198617381496486,-0.5483933775337999,-0.2046294076264745,-0.0003151297671230473,1,36,0,0,1,2,1
0.2689630980830924,1.307715254857371,0.3079597138762569,-0.2046294076264745,2.2183807457903577,1,15,0,0,2,0,0
-0.5865256317280008,-1.439873585803431,-0.9052071656213235,-0.2046294076264745,-1.0240913595486316,1,23,2,3,1,1,0
-0.3872937895103424,-1.0473608942804593,-1.347656262849853,-0.2046294076264745,0.8866936524759148,1,33,2,3,1,2,1
-0.7033745424531488,-1.4959468274495697,0.7504088111047863,-0.2046294076264745,-1.111505416232241,1,28,0,3,1,1,0
-0.9945384802208211,-0.4305552361729324,0.27941461082925506,-0.2046294076264745,2.1049146470276483,0,39,0,0,1,0,1
-0.43206191347885253,1.251642013211232,2.448842442401399,-0.2046294076264745,-0.5945803508242731,0,16,1,2,1,1,0
-0.6551837790375048,0.35447014687301104,-0.47703061991629514,-0.2046294076264745,1.0216828999591487,0,11,1,1,1,2,2
1.773966115776767,0.5787631134575663,0.008236131882737053,-0.2046294076264745,-1.049871411431692,1,26,0,0,0,1,0
-0.9579162381364895,0.41054338851914984,-0.8623895110508207,-0.2046294076264745,0.6379149971290198,0,0,2,1,1,2,2
-0.36840081976216377,-1.3277271025111534,0.7646813626282872,-0.2046294076264745,-0.9197959490938808,1,22,2,3,1,1,0
0.6737928918900782,-1.159507377572737,-0.12021683182877146,-0.2046294076264745,-0.8963919625082934,0,23,1,3,2,1,0
1.6569118466847907,-1.0473608942804593,0.051053786453239894,-0.2046294076264745,-1.2634068088295642,1,22,0,3,0,1,0
-0.4472242062296552,-1.4959468274495697,0.20805185321175032,-0.2046294076264745,-1.235119828441502,1,21,2,3,1,1,0
0.5742967631618986,-0.4866284778190712,0.13668909559424558,-0.2046294076264745,-0.4228416355328183,1,10,0,1,2,1,2
0.8835322372104373,-1.439873585803431,0.550593089775773,-0.2046294076264745,-1.021805102334756,0,2,1,3,2,1,2
0.6683508951691355,-0.31840875288065473,1.635307005561845,-0.2046294076264745,-0.0008899015021489268,1,8,2,1,2,2,2
-0.954835862634069,0.8030560800421215,-0.1915795894462762,-0.2046294076264745,0.7274279970235721,0,0,1,2,1,2,2
-0.7741204998254043,-1.4959468274495697,0.7075911565342834,-0.2046294076264745,0.37338400391906984,0,8,2,3,1,2,2
-0.8157397955025515,1.4759349797957872,-1.1621130930443406,-0.2046294076264745,0.16356666118214688,1,20,1,2,1,2,0
-0.7252109821258625,-0.37448199452679354,-0.3771227592517885,-0.2046294076264745,1.0347820504382,1,19,1,0,1,2,0
-0.8401089883661441,-0.31840875288065473,0.008236131882737053,-0.2046294076264745,0.9908376721611724,1,1,2,1,1,2,2
-0.5206398223706753,-1.3277271025111534,-0.33430510468128566,-0.2046294076264745,-0.8166064610400058,1,33,2,3,1,1,1
-0.9931351980474963,1.1394955299189544,2.234754169548885,-0.2046294076264745,-0.37944380359311447,0,15,2,2,1,1,0
-0.8807699449980937,-0.4305552361729324,-0.34857765620478665,-0.2046294076264745,-0.6227339020595613,1,25,1,1,1,1,0
-0.5825553699693257,-0.03804254464996068,1.10722259919231,-0.2046294076264745,-0.8573793309934081,1,19,2,0,1,1,0
-0.8265211097610229,-0.9912876526343205,2.3346620302133916,-0.2046294076264745,-0.9652439712848602,1,11,1,3,1,1,2
-0.9218758447581705,0.8030560800421215,-1.4190190204673576,-0.2046294076264745,0.8264991429581763,0,24,2,0,1,2,0
-0.8164243233919781,-0.8791411693420429,1.9635756906023667,-0.2046294076264745,1.2086120111048604,1,3,0,0,1,2,2
1.985656365581992,-1.2716538608650145,0.4364126775877655,-0.2046294076264745,-1.2096990088928328,1,20,2,3,0,1,0
-0.14510782223115476,0.018030696996178132,-0.9908424747623292,-0.2046294076264745,2.4895908944747385,0,37,1,0,1,0,1
-0.5917622700821156,0.24232366358073337,-1.0622052323798339,-0.2046294076264745,0.16711536345688288,1,39,1,1,1,2,1
-0.7513599475019647,-1.0473608942804593,0.3650499199702607,-0.2046294076264745,-1.080988629425708,1,25,1,3,1,1,0
0.12996971013498876,0.5787631134575663,1.378401078138828,-0.2046294076264745,-1.0505103317978595,1,28,2,2,2,1,0
0.10546361169351084,1.0273490466266768,-0.006036419640763895,-0.2046294076264745,-0.20265274211297196,1,35,0,2,2,1,1
-0.9023325735150366,-0.37448199452679354,-1.4332915719908585,-0.2046294076264745,2.3352775133465027,1,30,2,0,1,0,1
-0.19247715217948655,0.6909095967498439,-0.04885407421126674,-0.2046294076264745,2.1152579723128695,0,5,2,0,1,0,2
-0.8294303532910866,-1.439873585803431,-0.03458152268776579,-0.2046294076264745,-1.2500382340997198,1,40,0,3,1,1,1
0.022772642650758162,-0.9912876526343205,-1.2334758506618453,-0.2046294076264745,-1.0891996542117928,1,21,1,3,2,1,0
0.4710015046474005,1.6441547047342038,-0.41994041382229136,-0.2046294076264745,-0.11294216443450432,1,6,1,2,2,1,2
-0.4557808048474897,-1.0473608942804593,-0.6340286866748056,-0.2046294076264745,-0.9248098061038839,1,3,1,3,1,1,2
0.7275967839990216,-1.439873585803431,-0.20585214096977716,-0.2046294076264745,-1.1115002843417499,1,28,2,3,2,1,0
1.1268819019016505,-1.0473608942804593,0.2651420593057541,-0.2046294076264745,-1.2439518119770345,1,10,2,3,0,1,2
-0.9434384732751135,-0.20626226958837712,0.7932264656752891,-0.2046294076264745,-0.9695034403926416,0,34,2,1,1,1,1
0.43701469493736184,1.3637884965035096,0.022508683406238,-0.2046294076264745,-0.30942685567502204,0,18,2,2,2,1,0
0.4343450361685976,0.35447014687301104,2.063483551266873,-0.2046294076264745,0.018067301972724367,1,29,2,1,2,2,0
-0.7263746795378879,1.251642013211232,0.3650499199702607,-0.2046294076264745,2.5124355049967737,1,41,1,0,1,0,1
-0.4386333812173494,-0.9352144109881817,0.32223226539975786,-0.2046294076264745,-1.0763006474619026,1,36,1,3,1,1,1
-0.660660002152919,0.971275804980538,-0.41994041382229136,-0.2046294076264745,-0.1631063939869911,1,29,0,2,1,1,0
0.06603480526252935,-1.1034341359265982,-0.5198482744867979,-0.2046294076264745,-0.9723413758343322,1,23,1,3,2,1,0
-0.8115641753770483,0.6909095967498439,-0.9622973717153274,-0.2046294076264745,-0.40503654147324253,0,8,1,2,1,1,2
-0.017443370853063984,1.307715254857371,-0.8338444080038188,-0.2046294076264745,-0.12189987928707366,0,9,1,2,1,1,2
0.30414783159962777,0.18625042193459457,-1.3048386082793502,-0.2046294076264745,0.1327034717674505,1,16,1,1,2,2,0
-0.6351955646662435,-1.2155806192188758,-0.9765699232388283,-0.2046294076264745,-1.0733703379913686,1,18,1,3,1,1,0
0.9270682109779793,0.07410393864231694,0.46495778063476734,-0.2046294076264745,0.09916656740678548,1,16,0,1,2,2,0
0.17792088878933324,0.18625042193459457,1.5211265933738374,-0.2046294076264745,0.3946890472937141,1,19,2,1,2,2,0
1.0396045959997386,0.6348363551037051,-0.2201246924932781,-0.2046294076264745,0.8582706769898336,0,30,1,1,2,2,1
-0.9990221378965665,0.2983969052268722,0.06532633797674084,-0.2046294076264745,2.2771947767659357,1,5,2,0,1,0,2
-0.3296907676150805,-0.15018902794223832,0.9502245324337996,-0.2046294076264745,-0.6487654165766956,0,26,1,1,1,1,0
0.002613296307140128,0.6348363551037051,1.5068540418503364,-0.2046294076264745,-0.5385118812615421,1,16,1,2,1,1,0
0.764629742817009,-1.1034341359265982,0.12241654407074462,-0.2046294076264745,-0.8113565370674028,1,0,1,3,2,1,2
-0.6173636131466764,0.8591293216882603,-1.4761092265613613,-0.2046294076264745,-0.3714637138791383,0,2,2,1,1,1,2
-0.37148119526458423,-0.7109214444036265,-0.23439724401677905,-0.2046294076264745,-1.0613848077489303,0,16,3,1,1,1,0
-0.5616772693418094,-0.03804254464996068,1.4354912842328318,-0.2046294076264745,-0.3251458362498831,1,1,0,1,1,1,2
-0.528614572282497,-0.54270171946521,0.22232440473525125,-0.2046294076264745,0.32366368289408065,1,9,2,1,1,2,2
-0.9339919884010243,0.971275804980538,-0.9194797171448245,-0.2046294076264745,0.1931058228500869,1,4,0,2,1,2,2
-0.21814694803299006,-1.0473608942804593,2.2918443756428886,-0.2046294076264745,0.3654372714932871,0,17,2,3,1,2,0
-0.22430769903783082,-0.4305552361729324,-0.9765699232388283,-0.2046294076264745,0.40450378785833113,1,43,0,1,1,2,1
-0.7054965789103718,-0.03804254464996068,-0.7196639958158112,-0.2046294076264745,2.4537138480500387,1,25,1,0,1,0,0
-0.6070614684108036,-1.439873585803431,-0.6054835836278036,-0.2046294076264745,-0.962498409872013,1,24,1,3,1,1,0
